Academic Item,Title,Version Number,Status,Owning Faculty,Academic Org,Display Name,Teaching Period,Attendance Mode,Location,Quota Number
LAWS5304,International Law Exchange 4,2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ACCG3020,Taxation Law and Practice,2023.06,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
AHIX3202,A History of Magic: From the Magi to Merlin,2023.02,Approved,Faculty of Arts,Department of History and Archaeology,Session 2-ONL-FLX,Session 2,Online-flexible,,
AHIS8221,Caravan Cities,2023.02,Approved,Faculty of Arts,Department of History and Archaeology,Session 1-ONL-FLX,Session 1,Online-flexible,,
LAWS1000,Foundations of Law,2023.06,Approved,Faculty of Arts,Macquarie Law School ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ABST3025,Indigenous Research Methodologies,2023.02,Approved,Faculty of Arts,Department of Indigenous Studies ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
ENGG1000,Introduction to Engineering,2023.05,Approved,Faculty of Science and Engineering,School of Engineering,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ENGL1021,An Introduction to Creative Writing,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
PHIL3056,Contemporary Topics in Philosophy and Ethics,2023.01,Approved,Faculty of Arts,Department of Philosophy ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ELEC8860,Hardware Security,2023.04,Approved,Faculty of Science and Engineering,School of Engineering,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
APPL8001,TESOL Methodologies,2023.01,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 1-ONL-FLX,Session 1,Online-flexible,,
MHIS2007,From Charlemagne to Game of Thrones: The Middle Ages Then and Now,2023.02,Approved,Faculty of Arts,Department of History and Archaeology,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
EDTE4050,Professional Experience for Specific Purposes,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-PLACE-North Ryde,Session 1,In person-placement,North Ryde,
HSYP8990,Master of Research - Health Systems and Populations,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
HLTH2301,Principles in Health and Disease 1,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Chiropractic,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
CROA2210,C Croatian Studies 5,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
PHTY8202,Clinical Physiotherapy Placement III,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 2-F2F-PLACE-On location,Session 2,In person-placement,On location,
LAWS5012,Banking and Finance Law ,2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,30
ACST2052,Finance and Financial Reporting,2023.03,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 1-ONL-S-F2FX-North Ryde,Session 1,Online-scheduled-In person assessment,North Ryde,
ACCG6011,Principles of Accounting,2023.05,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ENGG3000,Engineering Project Practice,2023.02,Approved,Faculty of Science and Engineering,School of Engineering,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,20
WMEC1001,Introduction to Mechanical Engineering,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
HSYP8105,Systems Science in Healthcare,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
POIR2030,Theories of World Politics,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
JPNS2022,Exploring Japanese Literature,2023.03,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ACST2002,Mathematics of Finance,2023.01,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 1-ONL-S-F2FX-North Ryde,Session 1,Online-scheduled-In person assessment,North Ryde,
PHIL3052,Social and Existential Questions,2023.01R,Approved,Faculty of Arts,Department of Philosophy ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
BUSA6430, Business Applications of Artificial Intelligence,2023.02,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,2024,2024,,,
ANAT1001,Introduction to Anatomy,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Chiropractic,Session 2-F2F-INF-North Ryde,Session 2,In person-scheduled-infrequent,North Ryde,
LAWS5302,International Law Exchange 2,2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
FREN2210,C French Studies 5,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
COMP6420,Artificial Intelligence for Text and Vision,2023.03,Approved,Faculty of Science and Engineering,School of Computing,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ACST3060,Quantitative Methods for Risk Analysis,2023.04,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-ONL-S-F2FX-North Ryde,Session 2,Online-scheduled-In person assessment,North Ryde,
GMBA8124,Applied Immersion 2,2023.01R,Approved,Macquarie Business School,Department of Management ,Coursera term 3-ONL-S-DAY,Coursera term 3,Online-scheduled-weekday,,
PICX8018,Counter Terrorism in the Global and Australian Contexts,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 2-ONL-FLX,Session 2,Online-flexible,,
POIX2060,Modern Political Thought,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-ONL-FLX,Session 2,Online-flexible,,
POIR8990,Master of Research - Politics and International Relations,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MMCC1050,Multimodal Storytelling,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
BIOX3130,Ecology and Evolution of Emerging Infectious Diseases,2023.04,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 2-F2F-INF-North Ryde,Session 2,In person-scheduled-infrequent,North Ryde,
CROA2010,I Croatian Studies 3,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
EDST8237,Professional Practice 1: Curriculum and Pedagogy,2023.04,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-INF-North Ryde,Session 1,In person-scheduled-infrequent,North Ryde,
PHTY8104,Evidence-based Healthcare,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
LAWS8014,Evidence,2023.02,Approved,Faculty of Arts,Macquarie Law School ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
HSYP8104,Disease Prevention and Health Promotion,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
INTS7001,Special Topics in International Studies: Languages and Cultures,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PICX8060,Geopolitics and Geostrategy,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-ONL-FLX,Session 1,Online-flexible,,
ECON8057,Economic Development,2023.02,Approved,Macquarie Business School,Department of Economics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MATH2055,Engineering Mathematics II,2023.02,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MMBA8160,Data and Business Analytics,2023.05,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Term 2-F2F-DAY-City,Term 2,In person-scheduled-weekday,City,45
PSYU3332,Principles of Psychological Assessment,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-ONL-S-F2FX-North Ryde,Session 1,Online-scheduled-In person assessment,North Ryde,
ECHX6000,Early Childhood Philosophy and Pedagogy,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-ONL-FLX,Session 1,Online-flexible,,
ANAT7911,Anatomical Dissection,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Chiropractic,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PICT8013,History of Intelligence,2023.02,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ENVS7104,Climate Change and Adaptation,2023.02,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
EDST2110,"Principles of Maths, Science and Technology Education",2023.03,Approved,Faculty of Arts,Macquarie School of Education,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
BIOL8770,Topics in Australian Marine Science,2023.02,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-DAY-Other,Session 1,In person-scheduled-weekday,Other,
MOLS7012,Research Topic: Synthetic Biology,2023.01R,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
PICT2020,Policing and Crime,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
STAT6175,Linear Models,2023.02,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 1-ONL-S-F2FX-Exam centre within Australia ,Session 1,Online-scheduled-In person assessment,Exam centre within Australia ,
ACCG8220,CA - Audit and Risk,2023.03,Approved,Macquarie Business School,Department of Accounting and Corporate Governance ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
EDST2000,Practice of Teaching: Inclusive Education,2023.04,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ELEC4092,Electrical and Electronic Engineering Research Thesis A,2023.02,Approved,Faculty of Science and Engineering,School of Engineering,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MGMT3017,Managing Change in Organisations,2023.01,Approved,Macquarie Business School,Department of Management ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
GRMN1210,C German Studies 3,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MQBS8090,Business Internship,2023.03,Approved,Macquarie Business School,Owned at Faculty level,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
MMCC1035,The Performing Arts and Entertainment Industries,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
PICX8955,Simulation in Counter Terrorism,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-ONL-FLX,Session 1,Online-flexible,,
MGMT3904,Creativity and Innovation,2023.01,Approved,Macquarie Business School,Department of Management ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
CHIR8990,Master of Research - Anatomy and Chiropractic,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Chiropractic,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
BIOL8601,Biology Research Placement,2023.01R,Approved,Faculty of Science and Engineering,School of Natural Sciences,Full year 2-F2F-PLACE-North Ryde,Full year 2,In person-placement,North Ryde,
POIR8430,The Middle East in Global Politics,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
WENG1000,Introduction to Engineering,2023.05,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
MMCC2033,Music Production: Audio Recording and Mixing,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
FOSX1025,Scientific Computing,2023.03,Approved,Faculty of Science and Engineering,Owned at Faculty level,Session 1-ONL-FLX,Session 1,Online-flexible,,
PICX8040,Cyber Crime and Cyber Policing,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 2-ONL-FLX,Session 2,Online-flexible,,
ENGX2010,"The Human Story: Heart, Mind and Body in Early Literature",2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
COGS2250,Cognitive and Brain Sciences Laboratory,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
COMP4092,Software Engineering Research Thesis A,2023.02,Approved,Faculty of Science and Engineering,School of Computing,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MGMT2031,Sustainability in International Business,2023.03,Approved,Macquarie Business School,Department of Management ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MHIX2050,ANZAC: A History of Australians at War,2023.01R,Approved,Faculty of Arts,Department of History and Archaeology,Session 1-ONL-FLX,Session 1,Online-flexible,,
